id_contrat,numero_contrat,id_entreprise,id_agence,id_conseiller,id_produit,date_octroi,date_echeance,montant_principal,taux_interet,encours_restant,statut
827,CON_000827,1331,6,30,1,2024-08-06,2025-03-06,377922.26,7.8,164067.61,SAIN
828,CON_000828,1333,6,30,7,2020-08-25,2028-07-22,30852210.82,3.98,15170417.61,SAIN
829,CON_000829,1334,6,31,13,2024-10-19,2025-03-20,359705.87,0.9,215985.31,SAIN
830,CON_000830,1336,6,31,11,2023-09-01,2025-03-31,998452.41,2.15,213031.7,SAIN
831,CON_000831,1338,6,31,14,2023-12-03,2027-03-02,5666428.97,1.4,3950275.69,SAIN
832,CON_000832,1338,6,31,9,2024-08-24,2025-02-22,1856253.61,5.78,624706.97,SAIN
833,CON_000833,1339,6,30,3,2023-10-10,2024-01-09,280735.67,6.74,0.0,SAIN
834,CON_000834,1340,6,31,1,2023-10-04,2024-09-02,2501670.74,7.63,0.0,SAIN
835,CON_000835,1340,6,31,2,2024-10-24,2025-02-22,1333972.79,7.22,670987.35,SAIN
836,CON_000836,1341,6,30,2,2024-10-07,2025-06-07,358404.72,7.79,270535.3,SAIN
837,CON_000837,1343,6,30,7,2024-04-17,2028-03-15,14412342.86,3.76,12106376.4,SAIN
838,CON_000838,1343,6,30,14,2023-12-14,2026-11-12,1691683.89,2.0,1122750.93,SAIN
839,CON_000839,1345,6,30,2,2024-09-12,2025-04-12,865654.44,6.63,498744.02,SURVEILLANCE
840,CON_000840,1346,6,31,2,2024-09-03,2025-01-02,21834.31,6.47,5502.69,SAIN
841,CON_000841,1346,6,31,11,2023-12-19,2026-02-16,19453.62,2.42,10601.52,SAIN
842,CON_000842,1351,6,30,10,2024-10-03,2025-06-03,3244800.31,5.25,2444192.89,SAIN
843,CON_000843,1352,6,31,1,2024-12-12,2025-05-13,251979.6,7.69,251979.6,SAIN
844,CON_000844,1354,6,31,1,2024-12-13,2025-03-14,130124.31,7.79,130124.31,SAIN
845,CON_000845,1357,6,30,8,2024-11-08,2025-01-07,2012809.24,4.54,1818000.46,NPL
846,CON_000846,1358,6,31,4,2022-09-20,2027-05-19,20917219.06,5.97,11555478.91,SAIN
847,CON_000847,1360,6,31,3,2024-12-01,2025-03-02,107134.9,5.54,107134.9,SAIN
848,CON_000848,1362,6,31,11,2024-11-24,2026-07-25,866224.64,1.31,823360.87,SAIN
849,CON_000849,1364,6,31,2,2024-12-27,2025-01-26,103146.66,7.35,103146.66,SAIN
850,CON_000850,1369,6,30,12,2024-10-03,2025-09-02,13125587.13,1.64,10753760.11,SAIN
851,CON_000851,1371,6,30,7,2024-02-06,2031-08-04,15705042.35,4.17,14192199.95,SURVEILLANCE
852,CON_000852,1372,6,31,7,2023-05-02,2032-06-27,7973612.89,3.35,6765023.06,SAIN
853,CON_000853,1372,6,31,11,2024-04-23,2025-10-22,9879012.89,1.34,5512832.12,SAIN
854,CON_000854,1373,6,30,14,2024-10-15,2026-08-14,11107609.42,1.83,10113143.75,SAIN
855,CON_000855,1374,6,31,2,2024-12-23,2025-01-22,70896.8,7.39,70896.8,SAIN
856,CON_000856,1375,6,30,13,2024-08-17,2025-01-16,691270.59,1.4,138576.72,SAIN
857,CON_000857,1379,6,30,13,2024-06-14,2025-02-12,447300.08,1.49,112241.67,SAIN
858,CON_000858,1381,6,30,4,2024-06-22,2026-11-20,10576760.65,5.27,8497348.42,SAIN
859,CON_000859,1381,6,30,11,2024-11-25,2025-01-24,6196128.92,1.84,3100437.82,SAIN
860,CON_000860,1383,6,30,6,2020-05-29,2028-03-25,14667609.51,4.11,6661704.75,SAIN
861,CON_000861,1384,6,31,1,2024-08-12,2025-08-11,4785248.2,7.27,3228544.13,SAIN
862,CON_000862,1387,6,30,14,2024-03-07,2028-02-03,14595960.86,1.44,11864305.0,SAIN
863,CON_000863,1390,6,31,11,2024-11-23,2025-01-22,32448.34,2.16,16238.76,SAIN
864,CON_000864,1391,6,30,4,2024-03-07,2025-03-06,33480169.64,6.22,8565764.35,SAIN
865,CON_000865,1391,6,30,1,2024-11-14,2025-01-13,831819.38,6.94,417108.9,SAIN
866,CON_000866,1393,6,30,3,2024-10-21,2025-05-21,466011.01,5.94,334504.52,SAIN
867,CON_000867,1395,6,30,3,2024-07-02,2025-05-02,441970.54,7.12,224253.29,SAIN
868,CON_000868,1397,6,30,11,2024-10-14,2026-03-14,728545.12,2.42,644123.35,SAIN
869,CON_000869,1401,6,30,13,2024-07-19,2025-02-16,278302.39,0.99,79678.98,SAIN
870,CON_000870,1403,6,30,11,2023-10-28,2026-07-27,895640.32,1.85,521224.94,SAIN
871,CON_000871,1404,6,31,10,2024-10-02,2025-06-02,75216360.6,4.05,56601912.21,SAIN
872,CON_000872,1406,6,31,2,2024-06-27,2025-05-27,75514.64,6.61,34890.98,SAIN
873,CON_000873,1407,6,30,11,2023-12-07,2026-10-05,3186389.15,1.75,2079764.05,SAIN
874,CON_000874,1408,6,31,3,2024-11-07,2025-04-08,238857.35,5.22,191499.69,SAIN
875,CON_000875,1410,6,31,12,2024-06-27,2025-04-27,4276172.56,1.97,1718890.75,SAIN
876,CON_000876,1411,6,30,2,2024-06-02,2025-03-02,456754.68,7.05,154934.84,SAIN
877,CON_000877,1416,6,31,14,2024-03-07,2029-02-02,6229360.11,1.68,5312033.8,SAIN
878,CON_000878,1416,6,31,6,2020-11-25,2030-10-21,6235519.53,4.27,3982060.19,SAIN
879,CON_000879,1420,6,31,5,2024-02-18,2028-10-16,2585977.29,4.18,2160340.78,SURVEILLANCE
880,CON_000880,1421,6,30,14,2023-01-16,2026-01-14,10211627.88,1.53,3741678.91,SAIN
881,CON_000881,1425,6,30,14,2024-10-11,2025-06-11,17497710.42,1.19,13136281.68,SAIN
882,CON_000882,1426,6,31,4,2023-02-16,2026-08-15,34010820.13,5.34,16987244.25,SAIN
883,CON_000883,1428,6,31,12,2024-03-10,2024-06-09,16611089.7,2.82,0.01,SAIN
884,CON_000884,1429,6,30,3,2024-09-26,2025-05-27,199480.65,5.44,125519.99,SAIN
885,CON_000885,1432,6,31,2,2024-09-27,2025-09-26,377787.02,7.51,285975.06,SAIN
886,CON_000886,1432,6,31,1,2024-12-18,2025-02-16,128259.5,6.58,128259.5,SAIN
887,CON_000887,1433,6,30,6,2020-11-23,2028-04-20,7669458.82,4.05,3732395.5,SAIN
888,CON_000888,1435,6,30,2,2024-04-17,2025-02-15,462212.02,7.76,94841.11,SURVEILLANCE
889,CON_000889,1438,6,31,2,2024-12-25,2025-09-24,586522.12,7.56,586522.12,SAIN
890,CON_000890,1439,6,30,7,2021-09-18,2028-04-15,10975776.81,4.69,7014184.16,NPL
891,CON_000891,1440,6,31,6,2024-05-06,2028-11-02,7227815.29,4.5,6371203.38,SAIN
892,CON_000892,1441,6,30,14,2024-10-16,2026-08-15,7246952.74,1.22,6594812.95,SAIN
893,CON_000893,1441,6,30,10,2024-08-06,2025-02-04,5984194.39,5.12,2011740.86,SAIN
894,CON_000894,1442,6,31,2,2023-02-23,2023-12-24,326933.68,8.38,0.03,SAIN
895,CON_000895,1442,6,31,14,2024-06-13,2026-02-11,1599635.04,1.0,1122539.59,SAIN
896,CON_000896,1444,6,31,13,2024-10-18,2025-04-18,281828.92,0.88,188023.65,SAIN
897,CON_000897,1446,6,31,1,2024-11-14,2025-03-15,1768424.18,6.01,1329625.63,SAIN
898,CON_000898,1449,6,30,11,2024-06-23,2027-05-23,9512716.39,1.15,7904531.31,SAIN
899,CON_000899,1449,6,30,2,2024-11-18,2025-03-19,312563.09,6.92,235095.0,SAIN
900,CON_000900,1450,6,31,2,2024-11-06,2025-04-07,179748.53,7.7,173572.98,NPL
901,CON_000901,1453,6,30,3,2024-05-08,2025-02-05,186654.58,5.53,42148.8,SAIN
902,CON_000902,1454,6,31,11,2024-11-07,2025-10-07,746777.59,1.23,679235.94,SAIN
903,CON_000903,1455,6,30,6,2024-03-28,2032-06-23,4578671.6,3.64,4216809.55,SAIN
904,CON_000904,1457,6,30,1,2024-10-17,2025-05-17,277767.96,6.58,199487.64,SAIN
905,CON_000905,1458,6,31,1,2024-11-06,2025-08-06,3196521.81,7.78,2850464.24,SURVEILLANCE
906,CON_000906,1459,6,30,10,2024-10-22,2025-05-22,1077520.44,5.96,773461.1,SAIN
907,CON_000907,1460,6,31,11,2024-11-21,2025-01-20,231694.33,1.92,115939.77,SAIN
908,CON_000908,1463,6,30,2,2024-12-28,2025-01-27,621676.65,7.36,621676.65,SAIN
909,CON_000909,1465,6,30,3,2024-11-19,2025-02-18,118750.93,5.68,79354.06,SAIN
910,CON_000910,1468,6,31,2,2024-07-06,2025-06-05,1851509.35,7.89,1026440.47,SAIN
911,CON_000911,1469,6,30,1,2024-07-07,2025-02-04,462035.05,6.85,133893.85,SAIN
912,CON_000912,1470,6,31,14,2023-08-18,2025-10-16,7168793.34,1.08,2777088.96,SAIN
913,CON_000913,1472,6,31,2,2024-11-17,2025-08-17,296579.99,6.18,264299.69,SURVEILLANCE
914,CON_000914,1475,6,30,11,2024-08-08,2026-12-07,174582.11,2.28,150206.29,SAIN
915,CON_000915,1477,6,30,3,2024-08-25,2025-02-23,101468.1,6.72,34201.17,SAIN
916,CON_000916,1477,6,30,13,2024-06-10,2025-01-08,815942.98,1.09,116881.02,SAIN
917,CON_000917,1481,6,30,7,2023-11-12,2029-07-10,3552057.25,3.48,3110362.78,NPL
918,CON_000918,1483,6,30,2,2024-10-11,2025-03-12,1122117.73,8.07,677778.09,SAIN
919,CON_000919,1484,6,31,12,2023-10-04,2024-07-03,42754298.82,2.0,0.0,SAIN
920,CON_000920,1485,6,30,9,2024-10-23,2025-01-22,1144854.78,5.31,383304.43,SAIN
921,CON_000921,1488,6,31,14,2024-08-23,2025-02-21,485057.01,1.43,162070.95,SAIN
922,CON_000922,1489,6,30,7,2021-05-15,2026-07-12,19415081.85,4.08,6389522.07,SAIN
923,CON_000923,1490,6,31,6,2021-08-17,2029-08-13,4318089.65,4.34,2698570.14,SAIN
924,CON_000924,1491,6,30,4,2015-04-19,2024-09-13,26720572.49,5.75,0.58,SAIN
925,CON_000925,1492,6,31,11,2024-09-10,2026-07-10,488319.68,1.2,422361.22,SAIN
926,CON_000926,1493,6,30,11,2024-02-18,2025-03-19,406379.01,1.69,94440.77,SAIN
927,CON_000927,1494,6,31,3,2024-12-07,2025-05-08,223255.45,6.29,223255.45,SAIN
928,CON_000928,1495,6,30,11,2024-10-27,2025-01-26,80276.06,1.52,26792.57,SAIN
929,CON_000929,1496,6,31,2,2024-12-11,2025-02-09,522838.53,7.22,522838.53,SAIN
930,CON_000930,1496,6,31,14,2023-09-19,2026-10-17,3065492.85,1.54,1840230.95,SAIN
931,CON_000931,1499,6,30,8,2024-10-02,2025-01-01,2423010.38,5.04,811057.6,SAIN
932,CON_000932,1500,6,31,2,2024-11-24,2025-06-24,172413.22,7.45,148237.72,SAIN
933,CON_000933,1501,7,34,3,2024-07-06,2025-04-05,586392.73,5.54,263622.26,SAIN
934,CON_000934,1502,7,35,9,2024-11-13,2025-07-14,12047960.86,5.18,10564571.82,SAIN
935,CON_000935,1503,7,34,3,2024-10-23,2025-02-21,107526.81,7.15,54082.79,SAIN
936,CON_000936,1506,7,35,2,2024-10-06,2025-07-06,835276.91,6.36,653078.68,SAIN
937,CON_000937,1509,7,34,4,2024-11-17,2028-08-16,28914857.21,4.63,28325237.35,SURVEILLANCE
938,CON_000938,1509,7,34,12,2024-12-26,2025-09-25,38930421.98,1.79,38930421.98,SAIN
939,CON_000939,1510,7,35,4,2023-10-04,2026-01-01,26527653.66,5.31,13167505.37,SAIN
940,CON_000940,1510,7,35,14,2023-08-01,2025-05-30,5142616.9,2.02,1421455.97,SAIN
941,CON_000941,1511,7,34,3,2024-05-10,2025-02-07,50310.71,7.15,11413.73,SAIN
942,CON_000942,1516,7,35,13,2024-08-09,2025-07-09,899391.8,1.17,573455.21,SAIN
943,CON_000943,1520,7,35,2,2024-06-11,2025-05-11,1841006.93,6.49,850373.34,SAIN
944,CON_000944,1520,7,35,7,2023-01-24,2031-06-21,13569371.65,4.01,10868430.14,SAIN
945,CON_000945,1521,7,34,1,2024-03-19,2025-03-18,1646941.81,7.36,423132.94,SAIN
946,CON_000946,1524,7,35,14,2024-05-09,2026-12-07,80236.09,1.57,62401.44,SAIN
947,CON_000947,1525,7,34,1,2024-12-15,2025-01-14,60643.65,5.75,60643.65,SAIN
948,CON_000948,1526,7,35,1,2024-10-15,2025-06-15,74835.2,6.62,56434.04,SAIN
949,CON_000949,1527,7,34,1,2024-09-24,2025-04-24,308595.72,5.95,177647.6,SAIN
950,CON_000950,1527,7,34,2,2024-08-28,2025-05-28,252787.72,8.27,142364.31,SAIN
951,CON_000951,1528,7,35,6,2023-09-11,2029-12-08,7773953.2,4.46,6387216.67,SAIN
952,CON_000952,1529,7,34,4,2021-11-06,2026-05-05,6336271.44,5.27,2158658.69,SAIN
953,CON_000953,1529,7,34,8,2024-11-02,2025-04-03,340239.28,4.75,272728.01,SAIN
954,CON_000954,1530,7,35,12,2024-04-22,2025-02-20,43548843.46,1.64,8757414.45,SAIN
955,CON_000955,1532,7,35,6,2020-07-21,2026-07-18,19851532.82,4.6,5780576.73,SAIN
956,CON_000956,1534,7,35,5,2024-01-22,2029-09-19,2583301.43,5.12,2214421.54,SAIN
957,CON_000957,1536,7,35,1,2024-11-18,2025-05-19,2292765.88,6.06,1915434.25,SAIN
958,CON_000958,1536,7,35,6,2019-12-24,2026-06-21,25048685.02,3.67,6320873.48,SAIN
959,CON_000959,1538,7,35,4,2019-12-10,2027-07-07,14199366.82,5.3,5488300.86,SAIN
960,CON_000960,1538,7,35,5,2024-04-14,2028-01-12,13932955.62,5.26,11652080.92,SAIN
961,CON_000961,1539,7,34,2,2024-09-12,2025-04-12,49991.93,6.09,28783.56,SAIN
962,CON_000962,1540,7,35,11,2023-01-09,2025-06-08,4608464.56,2.3,974584.54,SAIN
963,CON_000963,1542,7,35,6,2021-09-16,2027-05-15,24313423.75,4.47,11124408.35,SAIN
964,CON_000964,1543,7,34,7,2021-11-14,2025-10-12,16170087.79,3.14,3608692.92,SAIN
965,CON_000965,1543,7,34,14,2024-10-24,2026-01-23,2593752.91,1.31,2250366.91,SURVEILLANCE
966,CON_000966,1544,7,35,1,2024-11-27,2025-02-26,2935151.31,7.04,1962485.0,SAIN
967,CON_000967,1546,7,35,3,2024-09-26,2025-08-26,449834.08,6.62,329839.26,SAIN
968,CON_000968,1548,7,35,4,2024-04-20,2025-05-20,36418627.04,4.54,14219128.73,SAIN
969,CON_000969,1548,7,35,12,2024-05-01,2025-01-29,2137935.13,1.52,477203.84,SAIN
970,CON_000970,1553,7,34,14,2023-11-19,2025-07-19,5152050.65,1.86,1821398.81,SAIN
971,CON_000971,1553,7,34,2,2024-10-05,2025-02-03,1999307.08,7.75,1006088.78,SAIN
972,CON_000972,1555,7,34,9,2024-10-12,2025-05-12,6039070.52,4.46,4329594.5,SAIN
973,CON_000973,1556,7,35,11,2023-10-24,2025-04-23,625675.08,2.18,140810.68,SAIN
974,CON_000974,1558,7,35,2,2024-12-22,2025-01-21,25142.19,8.11,25142.19,SAIN
975,CON_000975,1558,7,35,11,2024-11-04,2025-07-05,251456.93,1.74,245494.03,NPL
976,CON_000976,1561,7,34,11,2022-04-05,2024-06-03,2914110.35,1.41,0.1,SAIN
977,CON_000977,1561,7,34,4,2018-12-27,2028-02-22,1993464.47,5.44,803120.0,SAIN
978,CON_000978,1562,7,35,2,2024-12-09,2025-04-09,1345612.51,8.04,1345612.51,SAIN
979,CON_000979,1564,7,35,3,2023-10-12,2024-09-10,166673.78,7.21,0.0,SAIN
980,CON_000980,1568,7,35,10,2024-08-13,2025-02-11,56546929.29,4.25,18982410.1,SAIN
981,CON_000981,1569,7,34,13,2024-07-18,2025-02-15,812132.98,1.32,232676.11,SURVEILLANCE
982,CON_000982,1570,7,35,6,2024-06-11,2028-09-08,8220138.34,4.41,7330955.83,SAIN
983,CON_000983,1573,7,34,4,2022-09-05,2029-01-31,364443.96,5.49,250946.36,SAIN
984,CON_000984,1573,7,34,1,2024-10-12,2025-01-11,3590756.6,6.93,1203817.78,SAIN
985,CON_000985,1576,7,35,1,2024-12-14,2025-01-13,3727771.71,6.1,3727771.71,SAIN
986,CON_000986,1581,7,34,12,2024-06-03,2024-11-02,12615464.74,1.7,0.02,SAIN
987,CON_000987,1584,7,35,10,2024-10-26,2025-01-25,18861323.88,5.28,6314730.66,SAIN
988,CON_000988,1585,7,34,3,2024-10-05,2025-03-06,102008.66,5.56,61487.9,SAIN
989,CON_000989,1585,7,34,11,2023-06-02,2025-12-30,456501.94,1.68,193849.35,SAIN
990,CON_000990,1586,7,35,6,2021-06-08,2026-05-06,3250416.73,3.92,1001534.4,SAIN
991,CON_000991,1587,7,34,13,2024-12-24,2025-08-24,546599.86,1.16,546599.86,SAIN
992,CON_000992,1588,7,35,12,2024-05-10,2025-05-09,10397142.27,1.87,4355764.57,SAIN
993,CON_000993,1588,7,35,1,2024-09-11,2025-04-11,2902329.99,7.57,1674101.28,SAIN
994,CON_000994,1589,7,34,7,2023-12-10,2030-03-08,6405883.97,4.28,5492325.39,SAIN
995,CON_000995,1592,7,35,14,2024-11-08,2028-05-07,10359773.38,1.86,10120862.78,SAIN
996,CON_000996,1593,7,34,11,2024-08-08,2025-05-08,7045588.65,2.07,3927704.39,SAIN
997,CON_000997,1594,7,35,11,2024-05-26,2025-07-25,237274.13,1.21,119055.56,SAIN
998,CON_000998,1595,7,34,13,2024-10-21,2025-08-21,237912.6,1.48,190564.39,SAIN
999,CON_000999,1597,7,34,1,2024-12-14,2025-01-13,99813.89,6.14,99813.89,SAIN
1000,CON_001000,1598,7,35,7,2019-10-02,2027-11-28,5188763.87,3.46,2078058.74,SAIN
1001,CON_001001,1602,7,35,1,2024-07-06,2025-07-05,1362586.99,6.79,806032.29,SAIN
1002,CON_001002,1607,7,34,6,2021-08-12,2031-08-08,4291005.08,4.27,3058424.01,SAIN
1003,CON_001003,1609,7,34,2,2024-11-14,2025-10-14,144665.55,6.51,131867.01,SAIN
1004,CON_001004,1612,7,35,14,2021-11-11,2026-07-10,12320671.84,2.0,4309633.42,SAIN
1005,CON_001005,1613,7,34,13,2024-08-22,2025-04-22,374558.93,1.36,187703.74,SAIN
1006,CON_001006,1614,7,35,1,2024-04-23,2025-03-23,693638.15,6.7,193406.45,SAIN
1007,CON_001007,1617,7,34,14,2024-11-14,2025-10-14,4216704.49,1.2,3835280.57,SAIN
1008,CON_001008,1618,7,35,1,2024-11-12,2025-03-13,810515.26,6.47,609517.86,SAIN
1009,CON_001009,1618,7,35,7,2019-07-13,2028-03-08,6959594.53,3.68,2872488.07,SAIN
1010,CON_001010,1620,7,35,12,2024-11-22,2025-09-22,4498146.03,2.08,4051828.84,SAIN
